Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
9460,2022-07-12,Khloe,Male,1700000,Progressive Shippers Cooperative Association No,Ford,Expedition,Overhead Camshaft,Manual,Black,18000,53546-9427,SUV,7859577,Janesville
9461,2022-07-12,Louise,Male,875000,Ryder Truck Rental and Leasing,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Hardtop,7444490,Middletown
9462,2022-07-12,Kimora,Male,13500,Race Car Help,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,82000,78758-7841,Passenger,8021512,Austin
9463,2022-07-12,Mike,Male,2120000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,99301-3882,Sedan,6011573,Pasco
9464,2022-07-12,Moises,Male,1745000,Progressive Shippers Cooperative Association No,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22501,53546-9427,Sedan,8993298,Janesville
9465,2022-07-12,Nathan,Male,13500,Rabun Used Car Sales,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,85257-3102,Passenger,7369554,Scottsdale
9466,2022-07-12,Nathaniel,Male,1700000,Race Car Help,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33001,78758-7841,Hatchback,7147168,Austin
9467,2022-07-12,Nelson,Male,420000,Ryder Truck Rental and Leasing,Dodge,Viper,Overhead Camshaft,Manual,Black,26001,06457-3834,SUV,6479781,Middletown
9468,2022-07-12,Nicholas,Male,375500,Saab-Belle Dodge,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,38501,60504-7114,Passenger,7283257,Aurora
9469,2022-07-12,Nicolas,Male,1350000,Scrivener Performance Engineering,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16001,38701-8047,SUV,7847692,Greenville
9470,2022-07-12,Noah,Male,900000,Star Enterprises Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,16000,99301-3882,SUV,7006254,Pasco
9471,2022-07-12,Noel,Male,13500,Suburban Ford,Nissan,Quest,Overhead Camshaft,Manual,Black,38000,53546-9427,SUV,8948375,Janesville
9472,2022-07-12,Chase,Male,442000,U-Haul CO,BMW,528i,Overhead Camshaft,Manual,Pale White,25000,78758-7841,SUV,8019584,Janesville
9473,2022-07-12,Christian,Female,370000,Buddy Storbeck's Diesel Service Inc,Ford,Mustang,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,Hatchback,8479948,Scottsdale
9474,2022-07-12,Christopher,Male,1360000,C & M Motors Inc,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,13000,60504-7114,Hatchback,6724162,Austin
9475,2022-07-12,Daniel,Male,13500,Capitol KIA,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,38701-8047,Hatchback,7263108,Middletown
9476,2022-07-12,Darren,Male,13500,Chrysler of Tri-Cities,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,12000,99301-3882,Passenger,6810508,Aurora
9477,2022-07-12,David,Male,13500,Chrysler Plymouth,Saab,05-Sep,DoubleÂ Overhead Camshaft,Auto,Black,41000,53546-9427,Hatchback,6608874,Greenville
9478,2022-07-12,Devin,Male,515000,Classic Chevy,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,85257-3102,Hatchback,7468507,Pasco
9479,2022-07-12,Kayla,Male,805000,Motor Vehicle Branch Office,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,78758-7841,Hardtop,6470926,Austin
9480,2022-07-12,Donovan,Female,523500,Diehl Motor CO Inc,Audi,A8,Overhead Camshaft,Manual,Pale White,13500,06457-3834,Passenger,6847673,Scottsdale
9481,2022-08-12,Shalom,Male,1037000,Chrysler of Tri-Cities,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75700,99301-3882,Hatchback,6142232,Pasco
9482,2022-08-12,Shane,Male,3050000,Chrysler Plymouth,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,53546-9427,Hatchback,7869314,Janesville
9483,2022-08-12,Shaul,Male,13500,Classic Chevy,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,85257-3102,SUV,6716648,Scottsdale
9484,2022-08-12,Shaya,Male,13500,Clay Johnson Auto Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,78758-7841,Hatchback,6498399,Austin
9485,2022-08-12,Shea,Male,1630000,Diehl Motor CO Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,06457-3834,Hatchback,7256281,Middletown
9486,2022-08-12,Shia,Male,13500,Enterprise Rent A Car,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,60504-7114,Passenger,7449902,Aurora
9487,2022-08-12,Damian,Male,1510000,Rabun Used Car Sales,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,85257-3102,Sedan,7113895,Scottsdale
9488,2022-08-12,Daniel,Male,802000,Race Car Help,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,20001,78758-7841,Sedan,8459015,Austin
9489,2022-08-12,David,Male,13500,Ryder Truck Rental and Leasing,Toyota,Sienna,Overhead Camshaft,Manual,Pale White,19001,06457-3834,Passenger,6179348,Middletown
9490,2022-08-12,Dean,Male,1007000,Saab-Belle Dodge,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19701,60504-7114,Sedan,7409653,Aurora
9491,2022-08-12,Samantha,Male,1000000,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26001,06457-3834,Hardtop,7877559,Scottsdale
9492,2022-08-12,Devin,Male,2550000,Star Enterprises Inc,Mercury,Villager,Overhead Camshaft,Manual,Pale White,16001,99301-3882,Passenger,8803550,Pasco
9493,2022-08-12,Lea,Male,900000,Progressive Shippers Cooperative Association No,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Hardtop,8379097,Janesville
9494,2022-08-12,Kylie,Male,750000,Saab-Belle Dodge,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,60504-7114,SUV,6451371,Aurora
9495,2022-08-12,Laila,Male,13500,Scrivener Performance Engineering,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,38701-8047,Hatchback,7741037,Greenville
9496,2022-08-12,Lauren,Male,13500,Star Enterprises Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15000,99301-3882,SUV,7851402,Pasco
9497,2022-08-12,Layla,Male,2350000,Suburban Ford,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,45000,53546-9427,Hatchback,6448407,Janesville
9498,2022-08-12,Maxime,Male,925000,Suburban Ford,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39000,53546-9427,Hardtop,7398603,Janesville
9499,2022-08-12,Oliver,Male,1262000,Tri-State Mack Inc,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28201,85257-3102,Hatchback,7660547,Scottsdale
9500,2022-08-12,Omar,Female,880000,U-Haul CO,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,78758-7841,Hatchback,8066815,Austin
9501,2022-08-12,Oscar,Male,1337000,Progressive Shippers Cooperative Association No,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21701,53546-9427,Hatchback,8273517,Janesville
9502,2022-08-12,Owen,Male,455000,Rabun Used Car Sales,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,85257-3102,SUV,6142243,Scottsdale
9503,2022-08-12,Pablo,Female,905000,Progressive Shippers Cooperative Association No,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,53546-9427,Sedan,8685895,Janesville
9504,2022-08-12,Patrick,Male,400000,Rabun Used Car Sales,Honda,Accord,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Sedan,7402219,Scottsdale
9505,2022-08-12,Dylan,Male,420000,Enterprise Rent A Car,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,21000,60504-7114,Passenger,7702327,Austin
9506,2022-08-12,Eli,Male,770000,Gartner Buick Hyundai Saab,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,38701-8047,Passenger,8129546,Middletown
9507,2022-08-12,Elias,Male,730000,Hatfield Volkswagen,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,99301-3882,Hatchback,8870410,Aurora
9508,2022-08-12,Elijah,Male,462500,Iceberg Rentals,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24500,53546-9427,SUV,7873802,Greenville
9509,2022-08-12,Justine,Male,13500,Nebo Chevrolet,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,06457-3834,Hardtop,8854543,Middletown
9510,2022-08-12,Eric,Male,13500,Motor Vehicle Branch Office,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,78758-7841,SUV,7655208,Janesville
9511,2022-09-12,Shimon,Male,1701000,Gartner Buick Hyundai Saab,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,22100,38701-8047,Passenger,8938617,Greenville
9512,2022-09-12,Samiyah,Male,1650000,Capitol KIA,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,57001,38701-8047,Hardtop,7309371,Janesville
9513,2022-09-12,Leilani,Male,2000000,U-Haul CO,Ford,Expedition,Overhead Camshaft,Manual,Pale White,14000,78758-7841,SUV,7518432,Austin
9514,2022-09-12,Paul,Male,648000,Race Car Help,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,78758-7841,SUV,8977583,Austin
9515,2022-09-12,Ethan,Male,630000,Nebo Chevrolet,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,Passenger,8041161,Scottsdale
9516,2022-10-12,Shloime,Male,760000,Hatfield Volkswagen,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,99301-3882,SUV,7239935,Pasco
9517,2022-10-12,Shloimy,Male,2640000,Iceberg Rentals,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19000,53546-9427,Passenger,6638130,Janesville
9518,2022-10-12,Shlome,Female,2900000,McKinney Dodge Chrysler Jeep,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41000,85257-3102,Hatchback,6750406,Scottsdale
9519,2022-10-12,Shlomo,Female,5250000,Motor Vehicle Branch Office,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,29000,78758-7841,Hatchback,7100538,Austin
9520,2022-10-12,Shmiel,Female,567800,Nebo Chevrolet,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20800,06457-3834,Hatchback,7625743,Middletown
9521,2022-10-12,Shmuel,Male,850000,New Castle Ford Lincoln Mercury,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,60504-7114,SUV,8191210,Aurora
9522,2022-10-12,Shneur,Female,1550000,Pars Auto Sales,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,38701-8047,Hatchback,7292249,Greenville
9523,2022-10-12,Sholom,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Dodge,Intrepid,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,99301-3882,Sedan,7841755,Pasco
9524,2022-10-12,Shulem,Male,671000,Progressive Shippers Cooperative Association No,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Black,61001,53546-9427,Hatchback,8142580,Janesville
9525,2022-10-12,Sidney,Male,2250000,Rabun Used Car Sales,Dodge,Viper,Overhead Camshaft,Manual,Black,26001,85257-3102,SUV,8225915,Scottsdale
9526,2022-10-12,Silas,Female,3085000,Race Car Help,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18501,78758-7841,Sedan,6954958,Austin
9527,2022-10-12,Simcha,Male,2900000,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,06457-3834,Hatchback,7777295,Middletown
9528,2022-10-12,Simon,Male,1620000,Saab-Belle Dodge,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,22001,60504-7114,Sedan,7783008,Aurora
9529,2022-10-12,Solomon,Male,13500,Scrivener Performance Engineering,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28001,38701-8047,Hatchback,6263893,Greenville
9530,2022-10-12,Spencer,Female,3580000,Star Enterprises Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22001,99301-3882,Hatchback,8693498,Pasco
9531,2022-10-12,Stephen,Male,13500,Suburban Ford,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,16001,53546-9427,SUV,7565520,Janesville
9532,2022-10-12,Steven,Male,3550000,Tri-State Mack Inc,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49001,85257-3102,Hatchback,8652313,Scottsdale
9533,2022-10-12,Theodore,Male,2750000,U-Haul CO,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,78758-7841,Hatchback,7287709,Austin
9534,2022-10-12,Thomas,Male,3751000,Progressive Shippers Cooperative Association No,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,31100,53546-9427,Passenger,6140884,Janesville
9535,2022-10-12,Timothy,Male,13500,Rabun Used Car Sales,Saturn,LW,Overhead Camshaft,Manual,Pale White,49000,85257-3102,Hatchback,6748292,Scottsdale
9536,2022-10-12,Dominick,Male,1840000,Tri-State Mack Inc,Chrysler,Sebring Conv.,DoubleÂ Overhead Camshaft,Auto,Black,16001,85257-3102,SUV,6208666,Scottsdale
9537,2022-10-12,Dov,Male,13500,U-Haul CO,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20001,78758-7841,SUV,8523377,Austin
9538,2022-10-12,Drew,Male,688000,Rabun Used Car Sales,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,85257-3102,Passenger,6188419,Scottsdale
9539,2022-10-12,Dylan,Male,570000,Race Car Help,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,16001,78758-7841,Hatchback,8183499,Austin
9540,2022-10-12,Melanie,Female,485000,Ryder Truck Rental and Leasing,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27001,06457-3834,Hardtop,8623365,Austin
9541,2022-10-12,Efraim,Male,345000,Saab-Belle Dodge,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,20001,60504-7114,Sedan,7091494,Aurora
9542,2022-10-12,Eitan,Male,570000,Scrivener Performance Engineering,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22001,38701-8047,SUV,8478763,Greenville
9543,2022-10-12,Elan,Female,454500,Star Enterprises Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31501,99301-3882,SUV,7426175,Pasco
9544,2022-10-12,Eli,Male,463000,Suburban Ford,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,53546-9427,Hatchback,7110572,Janesville
9545,2022-10-12,Elias,Male,650000,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,24001,85257-3102,SUV,6573345,Scottsdale
9546,2022-10-12,Eliezer,Female,482000,U-Haul CO,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,78758-7841,Sedan,6005535,Austin
9547,2022-10-12,Elijah,Male,13500,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,37001,06457-3834,Passenger,6188804,Middletown
9548,2022-10-12,Elimelech,Male,13500,C & M Motors Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,60504-7114,Passenger,7318100,Aurora
9549,2022-10-12,Mikaela,Male,810000,Rabun Used Car Sales,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26001,85257-3102,Hardtop,7577829,Janesville
9550,2022-10-12,Elliot,Female,682000,Chrysler of Tri-Cities,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49001,99301-3882,Hatchback,7443314,Pasco
9551,2022-10-12,Elliott,Male,642500,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,25501,53546-9427,Sedan,7204769,Janesville
9552,2022-10-12,Ellis,Male,798000,Classic Chevy,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39001,85257-3102,Sedan,7038572,Scottsdale
9553,2022-10-12,Eluzer,Male,755000,Clay Johnson Auto Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,78758-7841,SUV,8563407,Austin
9554,2022-10-12,Emmett,Male,710000,Diehl Motor CO Inc,Toyota,RAV4,Overhead Camshaft,Manual,Black,85001,06457-3834,Hatchback,6514684,Middletown
9555,2022-10-12,Ephraim,Male,4050000,Enterprise Rent A Car,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26001,60504-7114,Passenger,8934533,Aurora
9556,2022-10-12,London,Male,1010000,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,19000,53546-9427,Sedan,8968510,Janesville
9557,2022-10-12,Valentin,Male,945000,Motor Vehicle Branch Office,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,78758-7841,Hardtop,8360309,Austin
9558,2022-10-12,Kilian,Male,593000,Progressive Shippers Cooperative Association No,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,53546-9427,Hardtop,6878038,Janesville
9559,2022-10-12,Anais,Male,750000,Scrivener Performance Engineering,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,38701-8047,Hardtop,8079020,Greenville
9560,2022-10-12,Anais,Male,575000,Suburban Ford,Volkswagen,Beetle,Overhead Camshaft,Manual,Pale White,21000,53546-9427,Hardtop,7034774,Janesville
9561,2022-10-12,Makayla,Male,1055000,Scrivener Performance Engineering,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19500,38701-8047,SUV,8978414,Greenville
9562,2022-10-12,Malia,Male,548000,Star Enterprises Inc,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,99301-3882,Passenger,6531536,Pasco
9563,2022-10-12,Maliyah,Male,1500000,Suburban Ford,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,53546-9427,Hatchback,7069987,Janesville
9564,2022-10-12,Adriano,Male,540500,U-Haul CO,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,33500,78758-7841,Hardtop,8902075,Austin
9565,2022-10-12,Blaise,Male,790000,Star Enterprises Inc,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,99301-3882,Hardtop,8260162,Pasco
9566,2022-10-12,Mariama,Male,13500,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15000,06457-3834,SUV,6706895,Middletown
9567,2022-10-12,Maryam,Female,699900,C & M Motors Inc,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,24900,60504-7114,Sedan,8058027,Aurora
9568,2022-10-12,Valentin,Male,1022000,U-Haul CO,Volvo,S70,Overhead Camshaft,Manual,Pale White,21200,78758-7841,Hardtop,7488215,Austin
9569,2022-10-12,Julien,Male,667000,Iceberg Rentals,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,53546-9427,Hardtop,6394577,Janesville
9570,2022-10-12,Melanie,Male,1375000,Chrysler Plymouth,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18500,53546-9427,Hatchback,6334472,Janesville
9571,2022-10-12,Mia,Male,1000000,Classic Chevy,Honda,Civic,Overhead Camshaft,Manual,Pale White,45000,85257-3102,Hatchback,8556270,Scottsdale
9572,2022-10-12,Michelle,Male,1252000,Clay Johnson Auto Sales,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15200,78758-7841,SUV,6938807,Austin
9573,2022-10-12,Mikayla,Male,13500,Diehl Motor CO Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,SUV,8370084,Middletown
9574,2022-10-12,Milan,Male,13500,Enterprise Rent A Car,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,60504-7114,Hatchback,6759402,Aurora
9575,2022-10-12,Morgan,Male,810000,Gartner Buick Hyundai Saab,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,Sedan,8391780,Greenville
9576,2022-10-12,Pedro,Female,1455000,Ryder Truck Rental and Leasing,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,17501,06457-3834,SUV,7570494,Middletown
9577,2022-10-12,Peter,Female,13500,Saab-Belle Dodge,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,60504-7114,Sedan,8406887,Aurora
9578,2022-10-12,Preston,Male,1210000,Scrivener Performance Engineering,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,38701-8047,Sedan,8265350,Greenville
9579,2022-10-12,Prince,Male,13500,Star Enterprises Inc,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,99301-3882,SUV,8344461,Pasco
9580,2022-10-12,Rafael,Female,1345000,Suburban Ford,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20500,53546-9427,SUV,8265592,Janesville
9581,2022-10-12,Randy,Male,1167500,Tri-State Mack Inc,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,82750,85257-3102,SUV,6644075,Scottsdale
9582,2022-10-12,Raymond,Male,900000,U-Haul CO,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28000,78758-7841,SUV,7991647,Austin
9583,2022-10-12,Ricardo,Male,1322000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19200,06457-3834,SUV,7721657,Middletown
9584,2022-10-12,Richard,Male,677500,C & M Motors Inc,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37500,60504-7114,SUV,6480960,Aurora
9585,2022-10-12,Riley,Male,480000,Capitol KIA,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,38701-8047,Hatchback,8045657,Greenville
9586,2022-10-12,Robert,Male,430000,Chrysler of Tri-Cities,Ford,Ranger,Overhead Camshaft,Manual,Black,25000,99301-3882,SUV,6435077,Pasco
9587,2022-10-12,Roberto,Male,460000,Chrysler Plymouth,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,53546-9427,Sedan,8812948,Janesville
9588,2022-10-12,Rodrigo,Male,1601000,Classic Chevy,Volvo,S80,Overhead Camshaft,Manual,Pale White,21100,85257-3102,Sedan,8321346,Scottsdale
9589,2022-10-12,Roger,Female,1450000,Clay Johnson Auto Sales,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,78758-7841,SUV,8340050,Austin
9590,2022-10-12,Romeo,Male,13500,Diehl Motor CO Inc,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,06457-3834,SUV,8253065,Middletown
9591,2022-10-12,Royce,Male,2265000,Enterprise Rent A Car,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22500,60504-7114,SUV,8390317,Aurora
9592,2022-10-12,Ruben,Male,1680000,Gartner Buick Hyundai Saab,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,38701-8047,SUV,7276603,Greenville
9593,2022-10-12,Ryan,Female,790000,Hatfield Volkswagen,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,SUV,7915692,Pasco
9594,2022-10-12,Samuel,Male,440000,Iceberg Rentals,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,53546-9427,Passenger,8914675,Janesville
9595,2022-10-12,Santiago,Male,2350000,McKinney Dodge Chrysler Jeep,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,85257-3102,SUV,8818242,Scottsdale
9596,2022-10-12,Ezekiel,Male,815000,New Castle Ford Lincoln Mercury,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,60504-7114,Sedan,7739435,Austin
9597,2022-10-12,Ezra,Male,520000,Pars Auto Sales,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,38701-8047,SUV,7291925,Janesville
9598,2022-10-12,Gabriel,Male,388000,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28000,99301-3882,Hatchback,7851052,Scottsdale
9599,2022-10-12,Gavin,Male,493000,Progressive Shippers Cooperative Association No,Hyundai,Sonata,Overhead Camshaft,Manual,Pale White,13000,53546-9427,SUV,8691677,Austin
